phase,cell_id,taskset_id,generation_seed,U_norm,exact_e0,analysis_variant,analysis_id,attempt_index,attempt_budget_seconds,solver_status,certification_status,candidate_vector,task_status_vector,worker_startup_seconds,solver_wall_seconds,solver_cpu_seconds,serialization_seconds,deserialization_seconds,transport_and_exit_seconds,total_wall_seconds,outer_timeout,error_code
SCREENING,U0.6-E0=1360181973072000001/16000000000000000000,v93-p3-screening-u1-t02-be97542acea3,1851882293,0.6,1360181973072000001/16000000000000000000,CW_D,181150c5c38f85f4858db27ddbab270ec2f45b818985288e1edb0720cc2aac1a,2,90,TIMEOUT,NOT_CERTIFIED,"[[""0"",7],[""1"",25],[""2"",16],[""3"",24],[""4"",24],[""5"",null],[""6"",null],[""7"",null],[""8"",null],[""9"",null]]","[[""0"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""1"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""2"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""3"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""4"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""5"",""TIMEOUT"",""NOT_CERTIFIED""],[""6"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""7"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""8"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""9"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""]]",0.002414921,90.019214767,90.017687033,0.000531810,0.000511782,0.002042194,90.024715474,False,
SCREENING,U0.6-E0=1360181973072000001/16000000000000000000,v93-p3-screening-u1-t02-be97542acea3,1851882293,0.6,1360181973072000001/16000000000000000000,LOC_D,5c08fed48a9b3742380b73a3af661060c34e6e8efcf9241699d63d73735fdef7,1,60,TIMEOUT,NOT_CERTIFIED,"[[""0"",7],[""1"",25],[""2"",16],[""3"",24],[""4"",24],[""5"",null],[""6"",null],[""7"",null],[""8"",null],[""9"",null]]","[[""0"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""1"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""2"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""3"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""4"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""5"",""TIMEOUT"",""NOT_CERTIFIED""],[""6"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""7"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""8"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""9"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""]]",0.002427845,60.014945496,60.014039068,0.000403686,0.000498277,0.001629695,60.019904999,False,
SCREENING,U0.6-E0=1360181973072000001/16000000000000000000,v93-p3-screening-u1-t02-be97542acea3,1851882293,0.6,1360181973072000001/16000000000000000000,LOC_D,5c08fed48a9b3742380b73a3af661060c34e6e8efcf9241699d63d73735fdef7,2,90,TIMEOUT,NOT_CERTIFIED,"[[""0"",7],[""1"",25],[""2"",16],[""3"",24],[""4"",24],[""5"",null],[""6"",null],[""7"",null],[""8"",null],[""9"",null]]","[[""0"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""1"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""2"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""3"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""4"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""5"",""TIMEOUT"",""NOT_CERTIFIED""],[""6"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""7"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""8"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""9"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""]]",0.002221926,90.019791687,90.018494860,0.000389330,0.000451287,0.001659646,90.024513876,False,
SCREENING,U0.6-E0=1360181973072000001/16000000000000000000,v93-p3-screening-u1-t02-be97542acea3,1851882293,0.6,1360181973072000001/16000000000000000000,CW_THETA_CW,1b978c135821fee5f8d8c09b70508a8c70fc494671117b1802d5e8e9f867e424,1,60,TIMEOUT,NOT_CERTIFIED,"[[""0"",7],[""1"",25],[""2"",16],[""3"",24],[""4"",17],[""5"",33],[""6"",null],[""7"",null],[""8"",null],[""9"",null]]","[[""0"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""1"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""2"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""3"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""4"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""5"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""6"",""TIMEOUT"",""NOT_CERTIFIED""],[""7"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""8"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""9"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""]]",0.002274160,60.028392455,60.027324679,0.000335256,0.000490151,0.001795614,60.033287636,False,
SCREENING,U0.6-E0=1360181973072000001/16000000000000000000,v93-p3-screening-u1-t02-be97542acea3,1851882293,0.6,1360181973072000001/16000000000000000000,CW_THETA_CW,1b978c135821fee5f8d8c09b70508a8c70fc494671117b1802d5e8e9f867e424,2,90,TIMEOUT,NOT_CERTIFIED,"[[""0"",7],[""1"",25],[""2"",16],[""3"",24],[""4"",17],[""5"",33],[""6"",null],[""7"",null],[""8"",null],[""9"",null]]","[[""0"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""1"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""2"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""3"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""4"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""5"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""6"",""TIMEOUT"",""NOT_CERTIFIED""],[""7"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""8"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""9"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""]]",0.002477579,90.004917441,90.003381682,0.000323384,0.000323043,0.001739760,90.009781207,False,
SCREENING,U0.6-E0=1360181973072000001/16000000000000000000,v93-p3-screening-u1-t02-be97542acea3,1851882293,0.6,1360181973072000001/16000000000000000000,LOC_THETA_CW,02cf76083379e43f0f7d9c23446bb141d7f4bc73ba227836ea28a3bb1177dc88,1,60,NOT_APPLICABLE_DEPENDENCY,NOT_APPLICABLE,"[[""0"",null],[""1"",null],[""2"",null],[""3"",null],[""4"",null],[""5"",null],[""6"",null],[""7"",null],[""8"",null],[""9"",null]]","[[""0"",""NOT_APPLICABLE_DEPENDENCY"",""NOT_APPLICABLE""],[""1"",""NOT_APPLICABLE_DEPENDENCY"",""NOT_APPLICABLE""],[""2"",""NOT_APPLICABLE_DEPENDENCY"",""NOT_APPLICABLE""],[""3"",""NOT_APPLICABLE_DEPENDENCY"",""NOT_APPLICABLE""],[""4"",""NOT_APPLICABLE_DEPENDENCY"",""NOT_APPLICABLE""],[""5"",""NOT_APPLICABLE_DEPENDENCY"",""NOT_APPLICABLE""],[""6"",""NOT_APPLICABLE_DEPENDENCY"",""NOT_APPLICABLE""],[""7"",""NOT_APPLICABLE_DEPENDENCY"",""NOT_APPLICABLE""],[""8"",""NOT_APPLICABLE_DEPENDENCY"",""NOT_APPLICABLE""],[""9"",""NOT_APPLICABLE_DEPENDENCY"",""NOT_APPLICABLE""]]",0.002194869,0.001459833,0.001452699,0.000318555,0.000350134,0.001062067,0.005385458,False,
SCREENING,U0.6-E0=1360181973072000001/16000000000000000000,v93-p3-screening-u1-t02-be97542acea3,1851882293,0.6,1360181973072000001/16000000000000000000,LOC_THETA_LOC,654a85aca006e5799a7c18b237a90023bb2c7baa8765c6db3f9d460bfc7612e7,1,60,TIMEOUT,NOT_CERTIFIED,"[[""0"",7],[""1"",25],[""2"",16],[""3"",24],[""4"",17],[""5"",33],[""6"",null],[""7"",null],[""8"",null],[""9"",null]]","[[""0"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""1"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""2"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""3"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""4"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""5"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""6"",""TIMEOUT"",""NOT_CERTIFIED""],[""7"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""8"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""9"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""]]",0.002460818,60.010984191,60.009754794,0.000313105,0.000471946,0.001790062,60.016020122,False,
SCREENING,U0.6-E0=1360181973072000001/16000000000000000000,v93-p3-screening-u1-t02-be97542acea3,1851882293,0.6,1360181973072000001/16000000000000000000,LOC_THETA_LOC,654a85aca006e5799a7c18b237a90023bb2c7baa8765c6db3f9d460bfc7612e7,2,90,TIMEOUT,NOT_CERTIFIED,"[[""0"",7],[""1"",25],[""2"",16],[""3"",24],[""4"",17],[""5"",33],[""6"",null],[""7"",null],[""8"",null],[""9"",null]]","[[""0"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""1"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""2"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""3"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""4"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""5"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""6"",""TIMEOUT"",""NOT_CERTIFIED""],[""7"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""8"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""9"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""]]",0.002554386,90.029587912,90.028067967,0.000321170,0.000530648,0.001914864,90.034908980,False,
SCREENING,U0.6-E0=1360181973072000001/16000000000000000000,v93-p3-screening-u1-t03-e78c167606f4,218967907,0.6,1360181973072000001/16000000000000000000,CW_D,434175dc0c0e31bbe4374cbe537bc1d1ae02afc44b51835dbcfca3fdceff4e65,1,60,TIMEOUT,NOT_CERTIFIED,"[[""0"",17],[""1"",12],[""2"",31],[""3"",null],[""4"",null],[""5"",null],[""6"",null],[""7"",null],[""8"",null],[""9"",null]]","[[""0"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""1"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""2"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""3"",""TIMEOUT"",""NOT_CERTIFIED""],[""4"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""5"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""6"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""7"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""8"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""9"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""]]",0.002479389,60.004321969,60.003225401,0.000301473,0.000398476,0.002099693,60.009601000,False,
SCREENING,U0.6-E0=1360181973072000001/16000000000000000000,v93-p3-screening-u1-t03-e78c167606f4,218967907,0.6,1360181973072000001/16000000000000000000,CW_D,434175dc0c0e31bbe4374cbe537bc1d1ae02afc44b51835dbcfca3fdceff4e65,2,90,TIMEOUT,NOT_CERTIFIED,"[[""0"",17],[""1"",12],[""2"",31],[""3"",null],[""4"",null],[""5"",null],[""6"",null],[""7"",null],[""8"",null],[""9"",null]]","[[""0"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""1"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""2"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""3"",""TIMEOUT"",""NOT_CERTIFIED""],[""4"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""5"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""6"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""7"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""8"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""9"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""]]",0.002599933,90.006047627,90.004429722,0.000336720,0.000441418,0.001647127,90.011072825,False,
SCREENING,U0.6-E0=1360181973072000001/16000000000000000000,v93-p3-screening-u1-t03-e78c167606f4,218967907,0.6,1360181973072000001/16000000000000000000,LOC_D,6c718a7fbc2a6bb161debe97a048ba0cb951916dbdaf1c31d2c65a2c7ec893ac,1,60,TIMEOUT,NOT_CERTIFIED,"[[""0"",17],[""1"",12],[""2"",31],[""3"",null],[""4"",null],[""5"",null],[""6"",null],[""7"",null],[""8"",null],[""9"",null]]","[[""0"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""1"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""2"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""3"",""TIMEOUT"",""NOT_CERTIFIED""],[""4"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""5"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""6"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""7"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""8"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""9"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""]]",0.002470232,60.012541806,60.011537076,0.000273129,0.000520077,0.001576966,60.017382210,False,
SCREENING,U0.6-E0=1360181973072000001/16000000000000000000,v93-p3-screening-u1-t03-e78c167606f4,218967907,0.6,1360181973072000001/16000000000000000000,LOC_D,6c718a7fbc2a6bb161debe97a048ba0cb951916dbdaf1c31d2c65a2c7ec893ac,2,90,TIMEOUT,NOT_CERTIFIED,"[[""0"",17],[""1"",12],[""2"",31],[""3"",null],[""4"",null],[""5"",null],[""6"",null],[""7"",null],[""8"",null],[""9"",null]]","[[""0"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""1"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""2"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""3"",""TIMEOUT"",""NOT_CERTIFIED""],[""4"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""5"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""6"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""7"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""8"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""9"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""]]",0.002046887,90.017639900,90.016223476,0.000302886,0.000528644,0.001659037,90.022177354,False,
SCREENING,U0.6-E0=1360181973072000001/16000000000000000000,v93-p3-screening-u1-t03-e78c167606f4,218967907,0.6,1360181973072000001/16000000000000000000,CW_THETA_CW,9032f7db18f357b1c15383ea2f406c000395dc2314c0eb11ae39a0e6ebd666e2,1,60,TIMEOUT,NOT_CERTIFIED,"[[""0"",17],[""1"",12],[""2"",31],[""3"",null],[""4"",null],[""5"",null],[""6"",null],[""7"",null],[""8"",null],[""9"",null]]","[[""0"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""1"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""2"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""3"",""TIMEOUT"",""NOT_CERTIFIED""],[""4"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""5"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""6"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""7"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""8"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""9"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""]]",0.002437138,60.018514947,60.016625719,0.000485762,0.000484360,0.002449248,60.024371455,False,
SCREENING,U0.6-E0=1360181973072000001/16000000000000000000,v93-p3-screening-u1-t03-e78c167606f4,218967907,0.6,1360181973072000001/16000000000000000000,CW_THETA_CW,9032f7db18f357b1c15383ea2f406c000395dc2314c0eb11ae39a0e6ebd666e2,2,90,TIMEOUT,NOT_CERTIFIED,"[[""0"",17],[""1"",12],[""2"",31],[""3"",null],[""4"",null],[""5"",null],[""6"",null],[""7"",null],[""8"",null],[""9"",null]]","[[""0"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""1"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""2"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""3"",""TIMEOUT"",""NOT_CERTIFIED""],[""4"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""5"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""6"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""7"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""8"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""9"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""]]",0.003798890,90.049433691,90.048071511,0.000442330,0.000558300,0.002109817,90.056343028,False,
SCREENING,U0.6-E0=1360181973072000001/16000000000000000000,v93-p3-screening-u1-t03-e78c167606f4,218967907,0.6,1360181973072000001/16000000000000000000,LOC_THETA_CW,924489918429b63bcde85a1fc759a0d7b986aebd1f4f4b02dd1ce750e891cf97,1,60,NOT_APPLICABLE_DEPENDENCY,NOT_APPLICABLE,"[[""0"",null],[""1"",null],[""2"",null],[""3"",null],[""4"",null],[""5"",null],[""6"",null],[""7"",null],[""8"",null],[""9"",null]]","[[""0"",""NOT_APPLICABLE_DEPENDENCY"",""NOT_APPLICABLE""],[""1"",""NOT_APPLICABLE_DEPENDENCY"",""NOT_APPLICABLE""],[""2"",""NOT_APPLICABLE_DEPENDENCY"",""NOT_APPLICABLE""],[""3"",""NOT_APPLICABLE_DEPENDENCY"",""NOT_APPLICABLE""],[""4"",""NOT_APPLICABLE_DEPENDENCY"",""NOT_APPLICABLE""],[""5"",""NOT_APPLICABLE_DEPENDENCY"",""NOT_APPLICABLE""],[""6"",""NOT_APPLICABLE_DEPENDENCY"",""NOT_APPLICABLE""],[""7"",""NOT_APPLICABLE_DEPENDENCY"",""NOT_APPLICABLE""],[""8"",""NOT_APPLICABLE_DEPENDENCY"",""NOT_APPLICABLE""],[""9"",""NOT_APPLICABLE_DEPENDENCY"",""NOT_APPLICABLE""]]",0.002301466,0.001457067,0.001449453,0.000210200,0.000388537,0.001126563,0.005483833,False,
SCREENING,U0.6-E0=1360181973072000001/16000000000000000000,v93-p3-screening-u1-t03-e78c167606f4,218967907,0.6,1360181973072000001/16000000000000000000,LOC_THETA_LOC,6ec48d5cdea6018ad5678afe43db3915cc4655e57eeb44b87029f5f7d0ae513c,1,60,TIMEOUT,NOT_CERTIFIED,"[[""0"",17],[""1"",12],[""2"",31],[""3"",null],[""4"",null],[""5"",null],[""6"",null],[""7"",null],[""8"",null],[""9"",null]]","[[""0"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""1"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""2"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""3"",""TIMEOUT"",""NOT_CERTIFIED""],[""4"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""5"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""6"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""7"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""8"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""9"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""]]",0.002676403,60.016789560,60.015652704,0.000468469,0.000393207,0.001754915,60.022082554,False,
SCREENING,U0.6-E0=1360181973072000001/16000000000000000000,v93-p3-screening-u1-t03-e78c167606f4,218967907,0.6,1360181973072000001/16000000000000000000,LOC_THETA_LOC,6ec48d5cdea6018ad5678afe43db3915cc4655e57eeb44b87029f5f7d0ae513c,2,90,TIMEOUT,NOT_CERTIFIED,"[[""0"",17],[""1"",12],[""2"",31],[""3"",null],[""4"",null],[""5"",null],[""6"",null],[""7"",null],[""8"",null],[""9"",null]]","[[""0"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""1"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""2"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""3"",""TIMEOUT"",""NOT_CERTIFIED""],[""4"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""5"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""6"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""7"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""8"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""9"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""]]",0.002320917,90.004285904,90.002005635,0.000283048,0.000383038,0.002111638,90.009384545,False,
SCREENING,U0.6-E0=1360181973072000001/16000000000000000000,v93-p3-screening-u1-t04-d799cb83e504,1773807839,0.6,1360181973072000001/16000000000000000000,CW_D,85abd2e90896ed9eb0d88334356cb047f595140c8ff72f16771944b727de2be3,1,60,TIMEOUT,NOT_CERTIFIED,"[[""0"",6],[""1"",42],[""2"",14],[""3"",6],[""4"",22],[""5"",null],[""6"",null],[""7"",null],[""8"",null],[""9"",null]]","[[""0"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""1"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""2"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""3"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""4"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""5"",""TIMEOUT"",""NOT_CERTIFIED""],[""6"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""7"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""8"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""9"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""]]",0.002655574,60.054244442,60.053269823,0.000302545,0.000427342,0.001620247,60.059250150,False,
SCREENING,U0.6-E0=1360181973072000001/16000000000000000000,v93-p3-screening-u1-t04-d799cb83e504,1773807839,0.6,1360181973072000001/16000000000000000000,CW_D,85abd2e90896ed9eb0d88334356cb047f595140c8ff72f16771944b727de2be3,2,90,TIMEOUT,NOT_CERTIFIED,"[[""0"",6],[""1"",42],[""2"",14],[""3"",6],[""4"",22],[""5"",null],[""6"",null],[""7"",null],[""8"",null],[""9"",null]]","[[""0"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""1"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""2"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""3"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""4"",""CANDIDATE_FOUND"",""PROVISIONAL_NOT_CERTIFIED""],[""5"",""TIMEOUT"",""NOT_CERTIFIED""],[""6"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""7"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""8"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""],[""9"",""NOT_EVALUATED_AFTER_PREFIX_FAILURE"",""NOT_APPLICABLE""]]",0.002404517,90.027684932,90.026394009,0.000304548,0.000380964,0.001724199,90.032499160,False,
