phase,cell_id,utilization,exact_e0,taskset_id,relation,task_id,priority_rank,w,h,q,visited_by_complete,visited_by_local,complete_envelope,local_envelope,envelope_relation,service_value,complete_closure,local_closure,local_only_closure,predicted_interval_hit
A,be79120f9a03c21892afc0f91577f9e07ed46f2b9687b9665e9e9e032b3cbf4d,2/5,1,v93-5ae59c98f2-t00000-20b67e1aa38f,DEADLINE_CARRY_IN,3,3,65,0,15,True,True,838162500000000011/25000000000000000000,207506250000000003/6250000000000000000,STRICT,15444460000000001/10000000000000000,False,False,False,False
A,be79120f9a03c21892afc0f91577f9e07ed46f2b9687b9665e9e9e032b3cbf4d,2/5,1,v93-5ae59c98f2-t00000-20b67e1aa38f,DEADLINE_CARRY_IN,3,3,65,0,16,True,True,893962500000000011/25000000000000000000,884662500000000013/25000000000000000000,STRICT,7916675000000001/5000000000000000,False,False,False,False
A,be79120f9a03c21892afc0f91577f9e07ed46f2b9687b9665e9e9e032b3cbf4d,2/5,1,v93-5ae59c98f2-t00000-20b67e1aa38f,DEADLINE_CARRY_IN,3,3,65,0,17,True,True,237150000000000003/6250000000000000000,940462500000000013/25000000000000000000,STRICT,16222240000000001/10000000000000000,False,False,False,False
A,be79120f9a03c21892afc0f91577f9e07ed46f2b9687b9665e9e9e032b3cbf4d,2/5,1,v93-5ae59c98f2-t00000-20b67e1aa38f,DEADLINE_CARRY_IN,3,3,65,0,18,True,True,1003237500000000013/25000000000000000000,497550000000000007/12500000000000000000,STRICT,8305565000000001/5000000000000000,False,False,False,False
A,be79120f9a03c21892afc0f91577f9e07ed46f2b9687b9665e9e9e032b3cbf4d,2/5,1,v93-5ae59c98f2-t00000-20b67e1aa38f,DEADLINE_CARRY_IN,3,3,65,0,19,True,True,528937500000000007/12500000000000000000,209947500000000003/5000000000000000000,STRICT,8500010000000001/5000000000000000,False,False,False,False
A,be79120f9a03c21892afc0f91577f9e07ed46f2b9687b9665e9e9e032b3cbf4d,2/5,1,v93-5ae59c98f2-t00000-20b67e1aa38f,DEADLINE_CARRY_IN,3,3,65,0,20,True,True,222502500000000003/5000000000000000000,69023437500000001/1562500000000000000,STRICT,8694455000000001/5000000000000000,False,False,False,False
A,be79120f9a03c21892afc0f91577f9e07ed46f2b9687b9665e9e9e032b3cbf4d,2/5,1,v93-5ae59c98f2-t00000-20b67e1aa38f,DEADLINE_CARRY_IN,3,3,65,0,21,True,True,72946875000000001/1562500000000000000,1159012500000000017/25000000000000000000,STRICT,8888900000000001/5000000000000000,False,False,False,False
A,be79120f9a03c21892afc0f91577f9e07ed46f2b9687b9665e9e9e032b3cbf4d,2/5,1,v93-5ae59c98f2-t00000-20b67e1aa38f,DEADLINE_CARRY_IN,3,3,65,0,22,True,True,1221787500000000017/25000000000000000000,606825000000000009/12500000000000000000,STRICT,9083345000000001/5000000000000000,False,False,False,False
A,be79120f9a03c21892afc0f91577f9e07ed46f2b9687b9665e9e9e032b3cbf4d,2/5,1,v93-5ae59c98f2-t00000-20b67e1aa38f,DEADLINE_CARRY_IN,3,3,65,0,23,True,True,638212500000000009/12500000000000000000,1268287500000000019/25000000000000000000,STRICT,18555580000000003/10000000000000000,False,False,False,False
A,be79120f9a03c21892afc0f91577f9e07ed46f2b9687b9665e9e9e032b3cbf4d,2/5,1,v93-5ae59c98f2-t00000-20b67e1aa38f,DEADLINE_CARRY_IN,3,3,65,0,24,True,True,1331062500000000019/25000000000000000000,66146250000000001/1250000000000000000,STRICT,9472235000000001/5000000000000000,False,False,False,False
A,be79120f9a03c21892afc0f91577f9e07ed46f2b9687b9665e9e9e032b3cbf4d,2/5,1,v93-5ae59c98f2-t00000-20b67e1aa38f,DEADLINE_CARRY_IN,3,3,65,0,25,True,True,69285000000000001/1250000000000000000,1377562500000000021/25000000000000000000,STRICT,19333360000000003/10000000000000000,False,False,False,False
A,be79120f9a03c21892afc0f91577f9e07ed46f2b9687b9665e9e9e032b3cbf4d,2/5,1,v93-5ae59c98f2-t00000-20b67e1aa38f,DEADLINE_CARRY_IN,3,3,65,0,26,True,True,1440337500000000021/25000000000000000000,716100000000000011/12500000000000000000,STRICT,9861125000000001/5000000000000000,False,False,False,False
A,be79120f9a03c21892afc0f91577f9e07ed46f2b9687b9665e9e9e032b3cbf4d,2/5,1,v93-5ae59c98f2-t00000-20b67e1aa38f,DEADLINE_CARRY_IN,3,3,65,0,27,True,True,747487500000000011/12500000000000000000,1486837500000000023/25000000000000000000,STRICT,20111140000000003/10000000000000000,False,False,False,False
A,be79120f9a03c21892afc0f91577f9e07ed46f2b9687b9665e9e9e032b3cbf4d,2/5,1,v93-5ae59c98f2-t00000-20b67e1aa38f,DEADLINE_CARRY_IN,3,3,65,0,28,True,True,1549612500000000023/25000000000000000000,192684375000000003/3125000000000000000,STRICT,10250015000000001/5000000000000000,False,False,False,False
A,be79120f9a03c21892afc0f91577f9e07ed46f2b9687b9665e9e9e032b3cbf4d,2/5,1,v93-5ae59c98f2-t00000-20b67e1aa38f,DEADLINE_CARRY_IN,3,3,65,0,29,True,True,200531250000000003/3125000000000000000,63844500000000001/1000000000000000000,STRICT,10444460000000001/5000000000000000,False,False,False,False
A,be79120f9a03c21892afc0f91577f9e07ed46f2b9687b9665e9e9e032b3cbf4d,2/5,1,v93-5ae59c98f2-t00000-20b67e1aa38f,DEADLINE_CARRY_IN,3,3,65,0,30,True,True,66355500000000001/1000000000000000000,825375000000000013/12500000000000000000,STRICT,5319452500000001/2500000000000000,False,False,False,False
A,be79120f9a03c21892afc0f91577f9e07ed46f2b9687b9665e9e9e032b3cbf4d,2/5,1,v93-5ae59c98f2-t00000-20b67e1aa38f,DEADLINE_CARRY_IN,3,3,65,0,31,True,True,856762500000000013/12500000000000000000,1705387500000000027/25000000000000000000,STRICT,21666700000000003/10000000000000000,False,False,False,False
A,be79120f9a03c21892afc0f91577f9e07ed46f2b9687b9665e9e9e032b3cbf4d,2/5,1,v93-5ae59c98f2-t00000-20b67e1aa38f,DEADLINE_CARRY_IN,3,3,65,0,32,True,True,1768162500000000027/25000000000000000000,1755375000000000029/25000000000000000000,STRICT,22055590000000003/10000000000000000,False,False,False,False
A,be79120f9a03c21892afc0f91577f9e07ed46f2b9687b9665e9e9e032b3cbf4d,2/5,1,v93-5ae59c98f2-t00000-20b67e1aa38f,DEADLINE_CARRY_IN,3,3,65,0,33,True,True,455700000000000007/6250000000000000000,1792575000000000033/25000000000000000000,STRICT,11222240000000001/5000000000000000,False,False,False,False
A,be79120f9a03c21892afc0f91577f9e07ed46f2b9687b9665e9e9e032b3cbf4d,2/5,1,v93-5ae59c98f2-t00000-20b67e1aa38f,DEADLINE_CARRY_IN,3,3,65,0,34,True,True,1873950000000000029/25000000000000000000,1829775000000000037/25000000000000000000,STRICT,5708342500000001/2500000000000000,False,False,False,False
A,be79120f9a03c21892afc0f91577f9e07ed46f2b9687b9665e9e9e032b3cbf4d,2/5,1,v93-5ae59c98f2-t00000-20b67e1aa38f,DEADLINE_CARRY_IN,3,3,65,0,35,True,True,59868750000000001/781250000000000000,1866975000000000041/25000000000000000000,STRICT,23222260000000003/10000000000000000,False,False,False,False
A,be79120f9a03c21892afc0f91577f9e07ed46f2b9687b9665e9e9e032b3cbf4d,2/5,1,v93-5ae59c98f2-t00000-20b67e1aa38f,DEADLINE_CARRY_IN,3,3,65,0,36,True,True,488250000000000009/6250000000000000000,380835000000000009/5000000000000000000,STRICT,23611150000000003/10000000000000000,False,False,False,False
A,be79120f9a03c21892afc0f91577f9e07ed46f2b9687b9665e9e9e032b3cbf4d,2/5,1,v93-5ae59c98f2-t00000-20b67e1aa38f,DEADLINE_CARRY_IN,3,3,65,0,37,True,True,49755000000000001/625000000000000000,1941375000000000049/25000000000000000000,STRICT,4800008000000001/2000000000000000,False,False,False,False
A,be79120f9a03c21892afc0f91577f9e07ed46f2b9687b9665e9e9e032b3cbf4d,2/5,1,v93-5ae59c98f2-t00000-20b67e1aa38f,DEADLINE_CARRY_IN,3,3,65,0,38,True,True,506850000000000011/6250000000000000000,1978575000000000053/25000000000000000000,STRICT,6097232500000001/2500000000000000,False,False,False,False
A,be79120f9a03c21892afc0f91577f9e07ed46f2b9687b9665e9e9e032b3cbf4d,2/5,1,v93-5ae59c98f2-t00000-20b67e1aa38f,DEADLINE_CARRY_IN,3,3,65,0,39,True,True,129037500000000003/1562500000000000000,2015775000000000057/25000000000000000000,STRICT,6194455000000001/2500000000000000,False,False,False,False
A,be79120f9a03c21892afc0f91577f9e07ed46f2b9687b9665e9e9e032b3cbf4d,2/5,1,v93-5ae59c98f2-t00000-20b67e1aa38f,DEADLINE_CARRY_IN,3,3,65,0,40,True,True,525450000000000013/6250000000000000000,2052975000000000061/25000000000000000000,STRICT,25166710000000003/10000000000000000,False,False,False,False
A,be79120f9a03c21892afc0f91577f9e07ed46f2b9687b9665e9e9e032b3cbf4d,2/5,1,v93-5ae59c98f2-t00000-20b67e1aa38f,DEADLINE_CARRY_IN,3,3,65,0,41,True,True,267375000000000007/3125000000000000000,418035000000000013/5000000000000000000,STRICT,5111120000000001/2000000000000000,False,False,False,False
A,be79120f9a03c21892afc0f91577f9e07ed46f2b9687b9665e9e9e032b3cbf4d,2/5,1,v93-5ae59c98f2-t00000-20b67e1aa38f,DEADLINE_CARRY_IN,3,3,65,0,42,True,True,108810000000000003/1250000000000000000,533878125000000017/6250000000000000000,STRICT,6486122500000001/2500000000000000,False,False,False,False
A,be79120f9a03c21892afc0f91577f9e07ed46f2b9687b9665e9e9e032b3cbf4d,2/5,1,v93-5ae59c98f2-t00000-20b67e1aa38f,DEADLINE_CARRY_IN,3,3,65,0,43,True,True,34584375000000001/390625000000000000,2180850000000000071/25000000000000000000,STRICT,6583345000000001/2500000000000000,False,False,False,False
A,be79120f9a03c21892afc0f91577f9e07ed46f2b9687b9665e9e9e032b3cbf4d,2/5,1,v93-5ae59c98f2-t00000-20b67e1aa38f,DEADLINE_CARRY_IN,3,3,65,0,44,True,True,562650000000000017/6250000000000000000,88722000000000003/1000000000000000000,STRICT,6680567500000001/2500000000000000,False,False,False,False
A,be79120f9a03c21892afc0f91577f9e07ed46f2b9687b9665e9e9e032b3cbf4d,2/5,1,v93-5ae59c98f2-t00000-20b67e1aa38f,DEADLINE_CARRY_IN,3,3,65,0,45,True,True,285975000000000009/3125000000000000000,2255250000000000079/25000000000000000000,STRICT,5422232000000001/2000000000000000,False,False,False,False
A,be79120f9a03c21892afc0f91577f9e07ed46f2b9687b9665e9e9e032b3cbf4d,2/5,1,v93-5ae59c98f2-t00000-20b67e1aa38f,DEADLINE_CARRY_IN,3,3,65,0,46,True,True,581250000000000019/6250000000000000000,2292450000000000083/25000000000000000000,STRICT,5500010000000001/2000000000000000,False,False,False,False
A,be79120f9a03c21892afc0f91577f9e07ed46f2b9687b9665e9e9e032b3cbf4d,2/5,1,v93-5ae59c98f2-t00000-20b67e1aa38f,DEADLINE_CARRY_IN,3,3,65,0,47,True,True,29527500000000001/312500000000000000,2329650000000000087/25000000000000000000,STRICT,6972235000000001/2500000000000000,False,False,False,False
A,be79120f9a03c21892afc0f91577f9e07ed46f2b9687b9665e9e9e032b3cbf4d,2/5,1,v93-5ae59c98f2-t00000-20b67e1aa38f,DEADLINE_CARRY_IN,3,3,65,0,48,True,True,599850000000000021/6250000000000000000,2366850000000000091/25000000000000000000,STRICT,7069457500000001/2500000000000000,False,False,False,False
A,be79120f9a03c21892afc0f91577f9e07ed46f2b9687b9665e9e9e032b3cbf4d,2/5,1,v93-5ae59c98f2-t00000-20b67e1aa38f,DEADLINE_CARRY_IN,3,3,65,0,49,True,True,304575000000000011/3125000000000000000,480810000000000019/5000000000000000000,STRICT,14333360000000003/5000000000000000,False,False,False,False
A,be79120f9a03c21892afc0f91577f9e07ed46f2b9687b9665e9e9e032b3cbf4d,2/5,1,v93-5ae59c98f2-t00000-20b67e1aa38f,DEADLINE_CARRY_IN,3,3,65,0,50,True,True,618450000000000023/6250000000000000000,2441250000000000099/25000000000000000000,STRICT,5811122000000001/2000000000000000,False,False,False,False
A,be79120f9a03c21892afc0f91577f9e07ed46f2b9687b9665e9e9e032b3cbf4d,2/5,1,v93-5ae59c98f2-t00000-20b67e1aa38f,DEADLINE_CARRY_IN,3,3,65,0,51,True,True,78468750000000003/781250000000000000,2478450000000000103/25000000000000000000,STRICT,5888900000000001/2000000000000000,False,False,False,False
A,be79120f9a03c21892afc0f91577f9e07ed46f2b9687b9665e9e9e032b3cbf4d,2/5,1,v93-5ae59c98f2-t00000-20b67e1aa38f,DEADLINE_CARRY_IN,3,3,65,0,52,True,True,25482000000000001/250000000000000000,2515650000000000107/25000000000000000000,STRICT,7458347500000001/2500000000000000,False,False,False,False
A,be79120f9a03c21892afc0f91577f9e07ed46f2b9687b9665e9e9e032b3cbf4d,2/5,1,v93-5ae59c98f2-t00000-20b67e1aa38f,DEADLINE_CARRY_IN,3,3,65,0,53,True,True,323175000000000013/3125000000000000000,2552850000000000111/25000000000000000000,STRICT,15111140000000003/5000000000000000,False,False,False,False
A,be79120f9a03c21892afc0f91577f9e07ed46f2b9687b9665e9e9e032b3cbf4d,2/5,1,v93-5ae59c98f2-t00000-20b67e1aa38f,DEADLINE_CARRY_IN,3,3,65,0,54,True,True,655650000000000027/6250000000000000000,518010000000000023/5000000000000000000,STRICT,30611170000000003/10000000000000000,False,False,False,False
A,be79120f9a03c21892afc0f91577f9e07ed46f2b9687b9665e9e9e032b3cbf4d,2/5,1,v93-5ae59c98f2-t00000-20b67e1aa38f,DEADLINE_CARRY_IN,3,3,65,0,55,True,True,166237500000000007/1562500000000000000,2627250000000000119/25000000000000000000,STRICT,6200012000000001/2000000000000000,False,False,False,False
A,be79120f9a03c21892afc0f91577f9e07ed46f2b9687b9665e9e9e032b3cbf4d,2/5,1,v93-5ae59c98f2-t00000-20b67e1aa38f,DEADLINE_CARRY_IN,3,3,65,0,56,True,True,674250000000000029/6250000000000000000,2664450000000000123/25000000000000000000,STRICT,31388950000000007/10000000000000000,False,False,False,False
A,be79120f9a03c21892afc0f91577f9e07ed46f2b9687b9665e9e9e032b3cbf4d,2/5,1,v93-5ae59c98f2-t00000-20b67e1aa38f,DEADLINE_CARRY_IN,3,3,65,0,57,True,True,68355000000000003/625000000000000000,21464400000000001/200000000000000000,STRICT,7944460000000001/2500000000000000,False,False,False,False
A,be79120f9a03c21892afc0f91577f9e07ed46f2b9687b9665e9e9e032b3cbf4d,2/5,1,v93-5ae59c98f2-t00000-20b67e1aa38f,DEADLINE_CARRY_IN,3,3,65,0,58,True,True,692850000000000031/6250000000000000000,2701650000000000127/25000000000000000000,STRICT,16083365000000003/5000000000000000,False,False,False,False
A,be79120f9a03c21892afc0f91577f9e07ed46f2b9687b9665e9e9e032b3cbf4d,2/5,1,v93-5ae59c98f2-t00000-20b67e1aa38f,DEADLINE_CARRY_IN,3,3,65,0,59,True,True,21942187500000001/195312500000000000,2734200000000000129/25000000000000000000,STRICT,32555620000000007/10000000000000000,False,False,False,False
A,be79120f9a03c21892afc0f91577f9e07ed46f2b9687b9665e9e9e032b3cbf4d,2/5,1,v93-5ae59c98f2-t00000-20b67e1aa38f,DEADLINE_CARRY_IN,3,3,65,0,60,True,True,711450000000000033/6250000000000000000,2766750000000000131/25000000000000000000,STRICT,6588902000000001/2000000000000000,False,False,False,False
A,be79120f9a03c21892afc0f91577f9e07ed46f2b9687b9665e9e9e032b3cbf4d,2/5,1,v93-5ae59c98f2-t00000-20b67e1aa38f,DEADLINE_CARRY_IN,3,3,65,0,61,True,True,360375000000000017/3125000000000000000,2799300000000000133/25000000000000000000,STRICT,16666700000000003/5000000000000000,False,False,False,False
A,be79120f9a03c21892afc0f91577f9e07ed46f2b9687b9665e9e9e032b3cbf4d,2/5,1,v93-5ae59c98f2-t00000-20b67e1aa38f,DEADLINE_CARRY_IN,3,3,65,0,62,True,True,1450800000000000069/12500000000000000000,566370000000000027/5000000000000000000,STRICT,3372229000000001/1000000000000000,False,False,False,False
A,be79120f9a03c21892afc0f91577f9e07ed46f2b9687b9665e9e9e032b3cbf4d,2/5,1,v93-5ae59c98f2-t00000-20b67e1aa38f,DEADLINE_CARRY_IN,3,3,65,0,63,True,True,2910900000000000139/25000000000000000000,2864400000000000137/25000000000000000000,STRICT,6822236000000001/2000000000000000,False,False,False,False
A,be79120f9a03c21892afc0f91577f9e07ed46f2b9687b9665e9e9e032b3cbf4d,2/5,1,v93-5ae59c98f2-t00000-20b67e1aa38f,DEADLINE_CARRY_IN,3,3,65,0,64,True,True,146010000000000007/1250000000000000000,2896950000000000139/25000000000000000000,STRICT,34500070000000007/10000000000000000,False,False,False,False
A,be79120f9a03c21892afc0f91577f9e07ed46f2b9687b9665e9e9e032b3cbf4d,2/5,1,v93-5ae59c98f2-t00000-20b67e1aa38f,DEADLINE_CARRY_IN,3,3,65,0,65,True,True,2929500000000000141/25000000000000000000,2929500000000000141/25000000000000000000,EQUAL,8722240000000001/2500000000000000,True,True,False,False
A,be79120f9a03c21892afc0f91577f9e07ed46f2b9687b9665e9e9e032b3cbf4d,2/5,1,v93-5ae59c98f2-t00000-20b67e1aa38f,DEADLINE_CARRY_IN,4,4,16,0,1,True,True,2511/1000000,2511/1000000,EQUAL,1,False,False,False,False
A,be79120f9a03c21892afc0f91577f9e07ed46f2b9687b9665e9e9e032b3cbf4d,2/5,1,v93-5ae59c98f2-t00000-20b67e1aa38f,DEADLINE_CARRY_IN,4,4,16,0,2,True,True,2511/500000,2511/500000,EQUAL,103888900000000001/100000000000000000,False,False,False,False
A,be79120f9a03c21892afc0f91577f9e07ed46f2b9687b9665e9e9e032b3cbf4d,2/5,1,v93-5ae59c98f2-t00000-20b67e1aa38f,DEADLINE_CARRY_IN,4,4,16,0,3,True,True,14787/2000000,14787/2000000,EQUAL,107777800000000001/100000000000000000,False,False,False,False
A,be79120f9a03c21892afc0f91577f9e07ed46f2b9687b9665e9e9e032b3cbf4d,2/5,1,v93-5ae59c98f2-t00000-20b67e1aa38f,DEADLINE_CARRY_IN,4,4,16,0,4,True,True,1953/200000,1953/200000,EQUAL,111666700000000003/100000000000000000,False,False,False,False
A,be79120f9a03c21892afc0f91577f9e07ed46f2b9687b9665e9e9e032b3cbf4d,2/5,1,v93-5ae59c98f2-t00000-20b67e1aa38f,DEADLINE_CARRY_IN,4,4,16,0,5,True,True,24273/2000000,24273/2000000,EQUAL,115555600000000003/100000000000000000,False,False,False,False
A,be79120f9a03c21892afc0f91577f9e07ed46f2b9687b9665e9e9e032b3cbf4d,2/5,1,v93-5ae59c98f2-t00000-20b67e1aa38f,DEADLINE_CARRY_IN,4,4,16,0,6,True,True,3627/250000,3627/250000,EQUAL,59722250000000003/50000000000000000,False,False,False,False
A,be79120f9a03c21892afc0f91577f9e07ed46f2b9687b9665e9e9e032b3cbf4d,2/5,1,v93-5ae59c98f2-t00000-20b67e1aa38f,DEADLINE_CARRY_IN,4,4,16,0,7,True,True,33759/2000000,33759/2000000,EQUAL,123333400000000007/100000000000000000,False,False,False,False
A,be79120f9a03c21892afc0f91577f9e07ed46f2b9687b9665e9e9e032b3cbf4d,2/5,1,v93-5ae59c98f2-t00000-20b67e1aa38f,DEADLINE_CARRY_IN,4,4,16,0,8,True,True,19251/1000000,19251/1000000,EQUAL,25444460000000001/20000000000000000,False,False,False,False
A,be79120f9a03c21892afc0f91577f9e07ed46f2b9687b9665e9e9e032b3cbf4d,2/5,1,v93-5ae59c98f2-t00000-20b67e1aa38f,DEADLINE_CARRY_IN,4,4,16,0,9,True,True,8649/400000,8649/400000,EQUAL,65555600000000003/50000000000000000,False,False,False,False
A,be79120f9a03c21892afc0f91577f9e07ed46f2b9687b9665e9e9e032b3cbf4d,2/5,1,v93-5ae59c98f2-t00000-20b67e1aa38f,DEADLINE_CARRY_IN,4,4,16,0,10,True,True,11997/500000,11997/500000,EQUAL,13500010000000001/10000000000000000,False,False,False,False
A,be79120f9a03c21892afc0f91577f9e07ed46f2b9687b9665e9e9e032b3cbf4d,2/5,1,v93-5ae59c98f2-t00000-20b67e1aa38f,DEADLINE_CARRY_IN,4,4,16,0,11,True,True,52731/2000000,52731/2000000,EQUAL,13888900000000001/10000000000000000,False,False,False,False
A,be79120f9a03c21892afc0f91577f9e07ed46f2b9687b9665e9e9e032b3cbf4d,2/5,1,v93-5ae59c98f2-t00000-20b67e1aa38f,DEADLINE_CARRY_IN,4,4,16,0,12,True,True,28737/1000000,28737/1000000,EQUAL,142777900000000013/100000000000000000,False,False,False,False
A,be79120f9a03c21892afc0f91577f9e07ed46f2b9687b9665e9e9e032b3cbf4d,2/5,1,v93-5ae59c98f2-t00000-20b67e1aa38f,DEADLINE_CARRY_IN,4,4,16,0,13,True,True,62217/2000000,62217/2000000,EQUAL,73333400000000007/50000000000000000,False,False,False,False
A,be79120f9a03c21892afc0f91577f9e07ed46f2b9687b9665e9e9e032b3cbf4d,2/5,1,v93-5ae59c98f2-t00000-20b67e1aa38f,DEADLINE_CARRY_IN,4,4,16,0,14,True,True,837/25000,837/25000,EQUAL,15055570000000001/10000000000000000,False,False,False,False
A,be79120f9a03c21892afc0f91577f9e07ed46f2b9687b9665e9e9e032b3cbf4d,2/5,1,v93-5ae59c98f2-t00000-20b67e1aa38f,DEADLINE_CARRY_IN,4,4,16,0,15,True,True,558/15625,558/15625,EQUAL,15444460000000001/10000000000000000,False,False,False,False
A,be79120f9a03c21892afc0f91577f9e07ed46f2b9687b9665e9e9e032b3cbf4d,2/5,1,v93-5ae59c98f2-t00000-20b67e1aa38f,DEADLINE_CARRY_IN,4,4,16,0,16,True,True,469650000000000001/12500000000000000000,469650000000000001/12500000000000000000,EQUAL,7916675000000001/5000000000000000,True,True,False,False
A,be79120f9a03c21892afc0f91577f9e07ed46f2b9687b9665e9e9e032b3cbf4d,2/5,1,v93-5ae59c98f2-t00000-20b67e1aa38f,DEADLINE_CARRY_IN,5,5,15,0,1,True,True,58125000000000001/25000000000000000000,58125000000000001/25000000000000000000,EQUAL,1,False,False,False,False
A,be79120f9a03c21892afc0f91577f9e07ed46f2b9687b9665e9e9e032b3cbf4d,2/5,1,v93-5ae59c98f2-t00000-20b67e1aa38f,DEADLINE_CARRY_IN,5,5,15,0,2,True,True,120900000000000001/25000000000000000000,120900000000000001/25000000000000000000,EQUAL,103888900000000001/100000000000000000,False,False,False,False
A,be79120f9a03c21892afc0f91577f9e07ed46f2b9687b9665e9e9e032b3cbf4d,2/5,1,v93-5ae59c98f2-t00000-20b67e1aa38f,DEADLINE_CARRY_IN,5,5,15,0,3,True,True,180187500000000001/25000000000000000000,180187500000000001/25000000000000000000,EQUAL,107777800000000001/100000000000000000,False,False,False,False
A,be79120f9a03c21892afc0f91577f9e07ed46f2b9687b9665e9e9e032b3cbf4d,2/5,1,v93-5ae59c98f2-t00000-20b67e1aa38f,DEADLINE_CARRY_IN,5,5,15,0,4,True,True,117412500000000001/12500000000000000000,117412500000000001/12500000000000000000,EQUAL,111666700000000003/100000000000000000,False,False,False,False
A,be79120f9a03c21892afc0f91577f9e07ed46f2b9687b9665e9e9e032b3cbf4d,2/5,1,v93-5ae59c98f2-t00000-20b67e1aa38f,DEADLINE_CARRY_IN,5,5,15,0,5,True,True,147056250000000001/12500000000000000000,147056250000000001/12500000000000000000,EQUAL,115555600000000003/100000000000000000,False,False,False,False
A,be79120f9a03c21892afc0f91577f9e07ed46f2b9687b9665e9e9e032b3cbf4d,2/5,1,v93-5ae59c98f2-t00000-20b67e1aa38f,DEADLINE_CARRY_IN,5,5,15,0,6,True,True,348750000000000003/25000000000000000000,348750000000000003/25000000000000000000,EQUAL,59722250000000003/50000000000000000,False,False,False,False
A,be79120f9a03c21892afc0f91577f9e07ed46f2b9687b9665e9e9e032b3cbf4d,2/5,1,v93-5ae59c98f2-t00000-20b67e1aa38f,DEADLINE_CARRY_IN,5,5,15,0,7,True,True,408037500000000003/25000000000000000000,408037500000000003/25000000000000000000,EQUAL,123333400000000007/100000000000000000,False,False,False,False
A,be79120f9a03c21892afc0f91577f9e07ed46f2b9687b9665e9e9e032b3cbf4d,2/5,1,v93-5ae59c98f2-t00000-20b67e1aa38f,DEADLINE_CARRY_IN,5,5,15,0,8,True,True,115668750000000001/6250000000000000000,115668750000000001/6250000000000000000,EQUAL,25444460000000001/20000000000000000,False,False,False,False
A,be79120f9a03c21892afc0f91577f9e07ed46f2b9687b9665e9e9e032b3cbf4d,2/5,1,v93-5ae59c98f2-t00000-20b67e1aa38f,DEADLINE_CARRY_IN,5,5,15,0,9,True,True,130490625000000001/6250000000000000000,103462500000000001/5000000000000000000,STRICT,65555600000000003/50000000000000000,False,False,False,False
A,be79120f9a03c21892afc0f91577f9e07ed46f2b9687b9665e9e9e032b3cbf4d,2/5,1,v93-5ae59c98f2-t00000-20b67e1aa38f,DEADLINE_CARRY_IN,5,5,15,0,10,True,True,115320000000000001/5000000000000000000,115320000000000001/5000000000000000000,EQUAL,13500010000000001/10000000000000000,False,False,False,False
A,be79120f9a03c21892afc0f91577f9e07ed46f2b9687b9665e9e9e032b3cbf4d,2/5,1,v93-5ae59c98f2-t00000-20b67e1aa38f,DEADLINE_CARRY_IN,5,5,15,0,11,True,True,127177500000000001/5000000000000000000,315618750000000003/12500000000000000000,STRICT,13888900000000001/10000000000000000,False,False,False,False
A,be79120f9a03c21892afc0f91577f9e07ed46f2b9687b9665e9e9e032b3cbf4d,2/5,1,v93-5ae59c98f2-t00000-20b67e1aa38f,DEADLINE_CARRY_IN,5,5,15,0,12,True,True,345262500000000003/12500000000000000000,685875000000000007/25000000000000000000,STRICT,142777900000000013/100000000000000000,False,False,False,False
A,be79120f9a03c21892afc0f91577f9e07ed46f2b9687b9665e9e9e032b3cbf4d,2/5,1,v93-5ae59c98f2-t00000-20b67e1aa38f,DEADLINE_CARRY_IN,5,5,15,0,13,True,True,745162500000000007/25000000000000000000,92564062500000001/3125000000000000000,STRICT,73333400000000007/50000000000000000,False,False,False,False
A,be79120f9a03c21892afc0f91577f9e07ed46f2b9687b9665e9e9e032b3cbf4d,2/5,1,v93-5ae59c98f2-t00000-20b67e1aa38f,DEADLINE_CARRY_IN,5,5,15,0,14,True,True,99975000000000001/3125000000000000000,99975000000000001/3125000000000000000,EQUAL,15055570000000001/10000000000000000,False,False,False,False
A,be79120f9a03c21892afc0f91577f9e07ed46f2b9687b9665e9e9e032b3cbf4d,2/5,1,v93-5ae59c98f2-t00000-20b67e1aa38f,DEADLINE_CARRY_IN,5,5,15,0,15,True,True,850950000000000009/25000000000000000000,850950000000000009/25000000000000000000,EQUAL,15444460000000001/10000000000000000,True,True,False,False
A,be79120f9a03c21892afc0f91577f9e07ed46f2b9687b9665e9e9e032b3cbf4d,2/5,1,v93-5ae59c98f2-t00000-20b67e1aa38f,DEADLINE_CARRY_IN,6,6,20,0,1,True,True,2511/1000000,2511/1000000,EQUAL,1,False,False,False,False
A,be79120f9a03c21892afc0f91577f9e07ed46f2b9687b9665e9e9e032b3cbf4d,2/5,1,v93-5ae59c98f2-t00000-20b67e1aa38f,DEADLINE_CARRY_IN,6,6,20,0,2,True,True,2511/500000,2511/500000,EQUAL,103888900000000001/100000000000000000,False,False,False,False
A,be79120f9a03c21892afc0f91577f9e07ed46f2b9687b9665e9e9e032b3cbf4d,2/5,1,v93-5ae59c98f2-t00000-20b67e1aa38f,DEADLINE_CARRY_IN,6,6,20,0,3,True,True,14787/2000000,14787/2000000,EQUAL,107777800000000001/100000000000000000,False,False,False,False
